Year/Année,Month/Mois,Municipality/Municipalité,Totals / Totaux
2021,JAN,ADDINGTON HIGHLANDS,7
2021,JAN,AJAX,79
2021,JAN,AKWESASNE MOHAWK TERRITORY,6
2021,JAN,ALFRED PLANTAGENET,6
2021,JAN,AMHERSTBURG,10
2021,JAN,ARNPRIOR,17
2021,JAN,AURORA,25
2021,JAN,BANCROFT,15
2021,JAN,BARRIE,237
2021,JAN,BELLEVILLE,75
2021,JAN,BLUEWATER,8
2021,JAN,BRACEBRIDGE,23
2021,JAN,BRADFORD WEST GWILLIMBURY,19
2021,JAN,BRAMPTON,286
2021,JAN,BRANT,15
2021,JAN,BRANTFORD,105
2021,JAN,BROCK,9
2021,JAN,BROCKTON,11
2021,JAN,BROCKVILLE,40
2021,JAN,BURLINGTON,159
2021,JAN,CALEDON,33
2021,JAN,CAMBRIDGE,85
2021,JAN,CARLETON PLACE,12
2021,JAN,CENTRAL HURON,7
2021,JAN,CENTRAL MANITOULIN,6
2021,JAN,CENTRE WELLINGTON,26
2021,JAN,CHATHAM-KENT,120
2021,JAN,CLARINGTON,41
2021,JAN,CLEARVIEW,7
2021,JAN,COBOURG,56
2021,JAN,COLLINGWOOD,52
2021,JAN,CORNWALL,94
2021,JAN,DRYDEN,11
2021,JAN,DYSART ET AL,7
2021,JAN,EAST GWILLIMBURY,7
2021,JAN,EAST ZORRA-TAVISTOCK,12
2021,JAN,ELIZABETHTOWN-KITLEY,6
2021,JAN,ELLIOT LAKE,24
2021,JAN,ESPANOLA,7
2021,JAN,ESSA,8
2021,JAN,ESSEX,9
2021,JAN,FORT ERIE,41
2021,JAN,FORT FRANCES,11
2021,JAN,GANANOQUE,8
2021,JAN,GEORGINA,14
2021,JAN,GODERICH,14
2021,JAN,GREATER NAPANEE,13
2021,JAN,GREATER SUDBURY,162
2021,JAN,GREY HIGHLANDS,10
2021,JAN,GRIMSBY,27
2021,JAN,GUELPH,132
2021,JAN,HALDIMAND COUNTY,33
2021,JAN,HALTON HILLS,54
2021,JAN,HAMILTON,552
2021,JAN,HAMILTON TWP,6
2021,JAN,HANOVER,11
2021,JAN,HAWKESBURY,27
2021,JAN,HUNTSVILLE,23
2021,JAN,HURON EAST,9
2021,JAN,INGERSOLL,9
2021,JAN,INNISFIL,12
2021,JAN,KAPUSKASING,22
2021,JAN,KAWARTHA LAKES,80
2021,JAN,KENORA,14
2021,JAN,KINCARDINE,6
2021,JAN,KINGSTON,145
2021,JAN,KIRKLAND LAKE,9
2021,JAN,KITCHENER,233
2021,JAN,LAKESHORE,11
2021,JAN,LEAMINGTON,68
2021,JAN,LINCOLN,19
2021,JAN,LONDON,419
2021,JAN,LOYALIST,7
2021,JAN,MARKHAM,139
2021,JAN,MEAFORD,9
2021,JAN,MIDDLESEX CENTRE,42
2021,JAN,MIDLAND,44
2021,JAN,MILTON,44
2021,JAN,MINDEN HILLS,6
2021,JAN,MINTO,13
2021,JAN,MISSISSAUGA,473
2021,JAN,MISSISSIPPI MILLS,7
2021,JAN,MUSKOKA LAKES,10
2021,JAN,NE MANITOULIN  AND THE ISLANDS,9
2021,JAN,NEW TECUMSETH,26
2021,JAN,NEWMARKET,126
2021,JAN,NIAGARA FALLS,137
2021,JAN,NIAGARA-ON-THE-LAKE,20
2021,JAN,NORFOLK COUNTY,51
2021,JAN,NORTH BAY,75
2021,JAN,NORTH DUNDAS,21
2021,JAN,NORTH GLENGARRY,17
2021,JAN,NORTH GRENVILLE,12
2021,JAN,NORTH HURON,10
2021,JAN,NORTH PERTH,18
2021,JAN,OAKVILLE,136
2021,JAN,ORANGEVILLE,40
2021,JAN,ORILLIA,70
2021,JAN,ORO-MEDONTE,8
2021,JAN,OSHAWA,227
2021,JAN,OTTAWA,672
2021,JAN,OWEN SOUND,39
2021,JAN,PARRY SOUND,26
2021,JAN,PELHAM,15
2021,JAN,PEMBROKE,33
2021,JAN,PENETANGUISHENE,10
2021,JAN,PERTH,21
2021,JAN,PERTH EAST,6
2021,JAN,PETERBOROUGH,147
2021,JAN,PETROLIA,8
2021,JAN,PICKERING,20
2021,JAN,PORT COLBORNE,16
2021,JAN,PORT HOPE,10
2021,JAN,POWASSAN,8
2021,JAN,PRINCE EDWARD,21
2021,JAN,PUSLINCH,6
2021,JAN,QUINTE WEST,25
2021,JAN,RENFREW,38
2021,JAN,RICHMOND HILL,160
2021,JAN,SARNIA,92
2021,JAN,SAUGEEN SHORES,8
2021,JAN,SAULT STE MARIE,92
2021,JAN,SCUGOG,27
2021,JAN,SIX NATIONS OF THE GRAND RIVER,7
2021,JAN,SMITHS FALLS,17
2021,JAN,SOUTH GLENGARRY,12
2021,JAN,SOUTH HURON,11
2021,JAN,SOUTH STORMONT,6
2021,JAN,SOUTHWEST MIDDLESEX,7
2021,JAN,SPRINGWATER,7
2021,JAN,ST CATHARINES,300
2021,JAN,ST MARYS,13
2021,JAN,ST THOMAS,61
2021,JAN,STRATFORD,51
2021,JAN,STRATHROY-CARADOC,25
2021,JAN,TECUMSEH,13
2021,JAN,TEMISKAMING SHORES,13
2021,JAN,THE BLUE MOUNTAINS,6
2021,JAN,THOROLD,6
2021,JAN,THUNDER BAY,134
2021,JAN,TILLSONBURG,45
2021,JAN,TIMMINS,35
2021,JAN,TORONTO,2384
2021,JAN,TRENT HILLS,24
2021,JAN,UXBRIDGE,10
2021,JAN,VAUGHAN,74
2021,JAN,WASAGA BEACH,11
2021,JAN,WATERLOO,32
2021,JAN,WELLAND,99
2021,JAN,WELLINGTON NORTH,20
2021,JAN,WEST GREY,8
2021,JAN,WEST NIPISSING,8
2021,JAN,WHITBY,43
2021,JAN,WHITCHURCH-STOUFFVILLE,14
2021,JAN,WILMOT,9
2021,JAN,WINDSOR,391
2021,JAN,WOODSTOCK,46
2021,JAN,WOOLWICH,14
2021,FEB,AJAX,61
2021,FEB,ARNPRIOR,9
2021,FEB,ARRAN-ELDERSLIE,6
2021,FEB,AURORA,10
2021,FEB,BANCROFT,8
2021,FEB,BARRIE,149
2021,FEB,BELLEVILLE,72
2021,FEB,BRACEBRIDGE,18
2021,FEB,BRADFORD WEST GWILLIMBURY,16
2021,FEB,BRAMPTON,212
2021,FEB,BRANT,14
2021,FEB,BRANTFORD,123
2021,FEB,BROCK,9
2021,FEB,BROCKTON,7
2021,FEB,BROCKVILLE,45
2021,FEB,BURLINGTON,111
2021,FEB,CALEDON,21
2021,FEB,CAMBRIDGE,77
2021,FEB,CARLETON PLACE,10
2021,FEB,CENTRAL ELGIN,9
2021,FEB,CENTRAL HURON,8
2021,FEB,CENTRE WELLINGTON,29
2021,FEB,CHATHAM-KENT,103
2021,FEB,CLARENCE-ROCKLAND,11
2021,FEB,CLARINGTON,57
2021,FEB,COBOURG,43
2021,FEB,COLLINGWOOD,35
2021,FEB,CORNWALL,57
2021,FEB,DRYDEN,8
2021,FEB,DYSART ET AL,7
2021,FEB,EAST GWILLIMBURY,6
2021,FEB,EAST ZORRA-TAVISTOCK,6
2021,FEB,ELLIOT LAKE,15
2021,FEB,ESSEX,9
2021,FEB,FORT ERIE,23
2021,FEB,FORT FRANCES,9
2021,FEB,GANANOQUE,7
2021,FEB,GEORGINA,13
2021,FEB,GODERICH,8
2021,FEB,GRAVENHURST,6
2021,FEB,GREATER NAPANEE,22
2021,FEB,GREATER SUDBURY,157
2021,FEB,GREY HIGHLANDS,7
2021,FEB,GRIMSBY,27
2021,FEB,GUELPH,107
2021,FEB,HALDIMAND COUNTY,30
2021,FEB,HALTON HILLS,39
2021,FEB,HAMILTON,457
2021,FEB,HANOVER,14
2021,FEB,HAWKESBURY,24
2021,FEB,HEARST,6
2021,FEB,HUNTSVILLE,28
2021,FEB,HURON EAST,10
2021,FEB,INGERSOLL,9
2021,FEB,INNISFIL,7
2021,FEB,IROQUOIS FALLS,6
2021,FEB,KAPUSKASING,20
2021,FEB,KAWARTHA LAKES,75
2021,FEB,KENORA,21
2021,FEB,KINCARDINE,14
2021,FEB,KINGSTON,135
2021,FEB,KINGSVILLE,14
2021,FEB,KIRKLAND LAKE,11
2021,FEB,KITCHENER,223
2021,FEB,LASALLE,6
2021,FEB,LEAMINGTON,40
2021,FEB,LINCOLN,20
2021,FEB,LONDON,340
2021,FEB,LOYALIST,9
2021,FEB,MADAWASKA VALLEY,7
2021,FEB,MARKHAM,130
2021,FEB,MEAFORD,10
2021,FEB,MIDDLESEX CENTRE,10
2021,FEB,MIDLAND,37
2021,FEB,MILTON,52
2021,FEB,MINTO,19
2021,FEB,MISSISSAUGA,393
2021,FEB,MISSISSIPPI MILLS,19
2021,FEB,NEW TECUMSETH,25
2021,FEB,NEWMARKET,102
2021,FEB,NIAGARA FALLS,80
2021,FEB,NIAGARA-ON-THE-LAKE,11
2021,FEB,NORFOLK COUNTY,47
2021,FEB,NORTH BAY,56
2021,FEB,NORTH DUNDAS,7
2021,FEB,NORTH GLENGARRY,11
2021,FEB,NORTH GRENVILLE,8
2021,FEB,NORTH HURON,7
2021,FEB,NORTH PERTH,13
2021,FEB,OAKVILLE,118
2021,FEB,ORANGEVILLE,29
2021,FEB,ORILLIA,61
2021,FEB,OSHAWA,172
2021,FEB,OTTAWA,598
2021,FEB,OWEN SOUND,39
2021,FEB,PARRY SOUND,22
2021,FEB,PELHAM,12
2021,FEB,PEMBROKE,32
2021,FEB,PENETANGUISHENE,17
2021,FEB,PERTH,17
2021,FEB,PERTH EAST,8
2021,FEB,PETERBOROUGH,103
2021,FEB,PICKERING,14
2021,FEB,PORT COLBORNE,25
2021,FEB,PORT HOPE,11
2021,FEB,PRINCE EDWARD,24
2021,FEB,QUINTE WEST,21
2021,FEB,RENFREW,13
2021,FEB,RICHMOND HILL,140
2021,FEB,RUSSELL,6
2021,FEB,SARNIA,84
2021,FEB,SAUGEEN SHORES,11
2021,FEB,SAULT STE MARIE,86
2021,FEB,SCUGOG,18
2021,FEB,SEVERN,8
2021,FEB,SMITHS FALLS,11
2021,FEB,SOUTH BRUCE PENINSULA,6
2021,FEB,SOUTH HURON,9
2021,FEB,SOUTH STORMONT,13
2021,FEB,SPRINGWATER,7
2021,FEB,ST CATHARINES,177
2021,FEB,ST MARYS,8
2021,FEB,ST THOMAS,36
2021,FEB,STRATFORD,31
2021,FEB,STRATHROY-CARADOC,22
2021,FEB,TECUMSEH,7
2021,FEB,TEMISKAMING SHORES,10
2021,FEB,THUNDER BAY,129
2021,FEB,TILLSONBURG,20
2021,FEB,TIMMINS,40
2021,FEB,TORONTO,1823
2021,FEB,TRENT HILLS,25
2021,FEB,TWEED,6
2021,FEB,UXBRIDGE,21
2021,FEB,VAUGHAN,70
2021,FEB,WASAGA BEACH,6
2021,FEB,WATERLOO,33
2021,FEB,WELLAND,59
2021,FEB,WELLINGTON NORTH,19
2021,FEB,WEST GREY,7
2021,FEB,WEST PERTH,7
2021,FEB,WHITBY,38
2021,FEB,WHITCHURCH-STOUFFVILLE,15
2021,FEB,WINDSOR,271
2021,FEB,WOODSTOCK,58
2021,FEB,WOOLWICH,8
2021,MAR,AJAX,52
2021,MAR,ARNPRIOR,9
2021,MAR,ARRAN-ELDERSLIE,7
2021,MAR,AURORA,9
2021,MAR,BANCROFT,10
2021,MAR,BARRIE,150
2021,MAR,BELLEVILLE,67
2021,MAR,BLIND RIVER,7
2021,MAR,BLUEWATER,6
2021,MAR,BRACEBRIDGE,20
2021,MAR,BRADFORD WEST GWILLIMBURY,14
2021,MAR,BRAMPTON,247
2021,MAR,BRANT,14
2021,MAR,BRANTFORD,126
2021,MAR,BROCK,8
2021,MAR,BROCKTON,8
2021,MAR,BROCKVILLE,34
2021,MAR,BURLINGTON,128
2021,MAR,CALEDON,21
2021,MAR,CAMBRIDGE,57
2021,MAR,CARLETON PLACE,10
2021,MAR,CENTRAL HURON,6
2021,MAR,CENTRE WELLINGTON,29
2021,MAR,CHATHAM-KENT,100
2021,MAR,CLARENCE-ROCKLAND,11
2021,MAR,CLARINGTON,53
2021,MAR,CLEARVIEW,7
2021,MAR,COBOURG,37
2021,MAR,COCHRANE,8
2021,MAR,COLLINGWOOD,37
2021,MAR,CORNWALL,74
2021,MAR,DRYDEN,23
2021,MAR,DYSART ET AL,9
2021,MAR,EAST GWILLIMBURY,6
2021,MAR,ELLIOT LAKE,17
2021,MAR,ESPANOLA,9
2021,MAR,ESSA,6
2021,MAR,FORT ERIE,27
2021,MAR,FORT FRANCES,9
2021,MAR,GEORGINA,15
2021,MAR,GODERICH,13
2021,MAR,GRAVENHURST,13
2021,MAR,GREATER NAPANEE,24
2021,MAR,GREATER SUDBURY,179
2021,MAR,GREY HIGHLANDS,7
2021,MAR,GRIMSBY,23
2021,MAR,GUELPH,105
2021,MAR,HALDIMAND COUNTY,34
2021,MAR,HALTON HILLS,31
2021,MAR,HAMILTON,534
2021,MAR,HANOVER,8
2021,MAR,HAWKESBURY,26
2021,MAR,HEARST,6
2021,MAR,HUNTSVILLE,29
2021,MAR,HURON EAST,8
2021,MAR,INGERSOLL,14
2021,MAR,INNISFIL,11
2021,MAR,KAPUSKASING,11
2021,MAR,KAWARTHA LAKES,72
2021,MAR,KENORA,23
2021,MAR,KINCARDINE,10
2021,MAR,KING,7
2021,MAR,KINGSTON,134
2021,MAR,KINGSVILLE,14
2021,MAR,KIRKLAND LAKE,12
2021,MAR,KITCHENER,195
2021,MAR,LAKESHORE,13
2021,MAR,LAMBTON SHORES,7
2021,MAR,LEAMINGTON,37
2021,MAR,LINCOLN,13
2021,MAR,LONDON,374
2021,MAR,MARATHON,7
2021,MAR,MARKHAM,129
2021,MAR,MATTAWA,8
2021,MAR,MEAFORD,10
2021,MAR,MIDDLESEX CENTRE,6
2021,MAR,MIDLAND,23
2021,MAR,MILTON,32
2021,MAR,MINDEN HILLS,7
2021,MAR,MINTO,9
2021,MAR,MISSISSAUGA,356
2021,MAR,MISSISSIPPI MILLS,11
2021,MAR,MUSKOKA LAKES,7
2021,MAR,NE MANITOULIN  AND THE ISLANDS,10
2021,MAR,NEW TECUMSETH,35
2021,MAR,NEWBURY,6
2021,MAR,NEWMARKET,121
2021,MAR,NIAGARA FALLS,77
2021,MAR,NORFOLK COUNTY,49
2021,MAR,NORTH BAY,54
2021,MAR,NORTH DUNDAS,11
2021,MAR,NORTH GLENGARRY,7
2021,MAR,NORTH GRENVILLE,10
2021,MAR,NORTH HURON,7
2021,MAR,NORTH PERTH,11
2021,MAR,OAKVILLE,117
2021,MAR,ORANGEVILLE,29
2021,MAR,ORILLIA,69
2021,MAR,OSHAWA,204
2021,MAR,OTTAWA,634
2021,MAR,OWEN SOUND,45
2021,MAR,PARRY SOUND,25
2021,MAR,PELHAM,6
2021,MAR,PEMBROKE,45
2021,MAR,PENETANGUISHENE,8
2021,MAR,PERTH,8
2021,MAR,PETERBOROUGH,125
2021,MAR,PETROLIA,10
2021,MAR,PICKERING,25
2021,MAR,PORT COLBORNE,22
2021,MAR,PORT HOPE,7
2021,MAR,PRINCE EDWARD,30
2021,MAR,QUINTE WEST,32
2021,MAR,RENFREW,20
2021,MAR,RICHMOND HILL,147
2021,MAR,RUSSELL,8
2021,MAR,SARNIA,95
2021,MAR,SAUGEEN SHORES,9
2021,MAR,SAULT STE MARIE,88
2021,MAR,SCUGOG,20
2021,MAR,SELWYN,10
2021,MAR,SEVERN,16
2021,MAR,SHELBURNE,6
2021,MAR,SIOUX LOOKOUT,9
2021,MAR,SMITHS FALLS,13
2021,MAR,SOUTH BRUCE PENINSULA,6
2021,MAR,SOUTH GLENGARRY,7
2021,MAR,SOUTH HURON,13
2021,MAR,SOUTH STORMONT,7
2021,MAR,SPRINGWATER,8
2021,MAR,ST CATHARINES,167
2021,MAR,ST MARYS,7
2021,MAR,ST THOMAS,47
2021,MAR,STRATFORD,36
2021,MAR,STRATHROY-CARADOC,27
2021,MAR,TAY VALLEY TWP,7
2021,MAR,TEMISKAMING SHORES,14
2021,MAR,THOROLD,7
2021,MAR,THUNDER BAY,143
2021,MAR,TILLSONBURG,19
2021,MAR,TIMMINS,47
2021,MAR,TORONTO,1858
2021,MAR,TRENT HILLS,14
2021,MAR,TWEED,7
2021,MAR,UXBRIDGE,12
2021,MAR,VAUGHAN,86
2021,MAR,WASAGA BEACH,9
2021,MAR,WATERLOO,34
2021,MAR,WELLAND,64
2021,MAR,WELLINGTON NORTH,9
2021,MAR,WEST GREY,7
2021,MAR,WEST NIPISSING,17
2021,MAR,WHITBY,28
2021,MAR,WHITCHURCH-STOUFFVILLE,18
2021,MAR,WINDSOR,250
2021,MAR,WOODSTOCK,55
2021,MAR,WOOLWICH,12
2021,APR,ADJALA-TOSORONTIO,7
2021,APR,AJAX,62
2021,APR,AMHERSTBURG,10
2021,APR,ARNPRIOR,9
2021,APR,ARRAN-ELDERSLIE,6
2021,APR,AURORA,10
2021,APR,BANCROFT,8
2021,APR,BARRIE,168
2021,APR,BELLEVILLE,75
2021,APR,BLIND RIVER,11
2021,APR,BRACEBRIDGE,15
2021,APR,BRADFORD WEST GWILLIMBURY,14
2021,APR,BRAMPTON,295
2021,APR,BRANT,13
2021,APR,BRANTFORD,127
2021,APR,BRIGHTON,10
2021,APR,BROCK,11
2021,APR,BROCKTON,9
2021,APR,BROCKVILLE,40
2021,APR,BURLINGTON,144
2021,APR,CALEDON,20
2021,APR,CAMBRIDGE,86
2021,APR,CARLETON PLACE,10
2021,APR,CENTRAL ELGIN,6
2021,APR,CENTRE WELLINGTON,23
2021,APR,CHATHAM-KENT,93
2021,APR,CLARENCE-ROCKLAND,9
2021,APR,CLARINGTON,57
2021,APR,COBOURG,36
2021,APR,COLLINGWOOD,45
2021,APR,CORNWALL,63
2021,APR,DRYDEN,8
2021,APR,DYSART ET AL,8
2021,APR,EAST GWILLIMBURY,9
2021,APR,ELLIOT LAKE,13
2021,APR,ESPANOLA,8
2021,APR,ESSEX,6
2021,APR,FORT ERIE,24
2021,APR,FORT FRANCES,8
2021,APR,GEORGINA,13
2021,APR,GODERICH,12
2021,APR,GRAVENHURST,10
2021,APR,GREATER NAPANEE,15
2021,APR,GREATER SUDBURY,147
2021,APR,GRIMSBY,21
2021,APR,GUELPH,78
2021,APR,HALDIMAND COUNTY,34
2021,APR,HALTON HILLS,26
2021,APR,HAMILTON,499
2021,APR,HAMILTON TWP,9
2021,APR,HANOVER,9
2021,APR,HAWKESBURY,26
2021,APR,HEARST,6
2021,APR,HUNTSVILLE,21
2021,APR,HURON EAST,7
2021,APR,INGERSOLL,6
2021,APR,INNISFIL,7
2021,APR,IROQUOIS FALLS,10
2021,APR,KAPUSKASING,9
2021,APR,KAWARTHA LAKES,82
2021,APR,KENORA,11
2021,APR,KINCARDINE,8
2021,APR,KINGSTON,160
2021,APR,KIRKLAND LAKE,10
2021,APR,KITCHENER,210
2021,APR,LAKESHORE,12
2021,APR,LASALLE,7
2021,APR,LEAMINGTON,48
2021,APR,LINCOLN,13
2021,APR,LONDON,356
2021,APR,LOYALIST,7
2021,APR,MARKHAM,138
2021,APR,MEAFORD,12
2021,APR,MERRICKVILLE-WOLFORD,6
2021,APR,MIDLAND,36
2021,APR,MILTON,53
2021,APR,MINTO,9
2021,APR,MISSISSAUGA,400
2021,APR,MISSISSIPPI MILLS,11
2021,APR,NEW TECUMSETH,33
2021,APR,NEWMARKET,113
2021,APR,NIAGARA FALLS,88
2021,APR,NIAGARA-ON-THE-LAKE,9
2021,APR,NORFOLK COUNTY,54
2021,APR,NORTH BAY,56
2021,APR,NORTH DUNDAS,10
2021,APR,NORTH GLENGARRY,16
2021,APR,NORTH GRENVILLE,10
2021,APR,OAKVILLE,129
2021,APR,ORANGEVILLE,24
2021,APR,ORILLIA,59
2021,APR,OSHAWA,200
2021,APR,OTTAWA,683
2021,APR,OWEN SOUND,52
2021,APR,PARRY SOUND,13
2021,APR,PELHAM,6
2021,APR,PEMBROKE,27
2021,APR,PENETANGUISHENE,14
2021,APR,PERTH,13
2021,APR,PETERBOROUGH,129
2021,APR,PETROLIA,12
2021,APR,PICKERING,21
2021,APR,PORT COLBORNE,19
2021,APR,PORT HOPE,7
2021,APR,PRINCE EDWARD,21
2021,APR,QUINTE WEST,28
2021,APR,RENFREW,20
2021,APR,RICHMOND HILL,144
2021,APR,RUSSELL,7
2021,APR,SARNIA,79
2021,APR,SAUGEEN SHORES,15
2021,APR,SAULT STE MARIE,96
2021,APR,SCUGOG,18
2021,APR,SEVERN,17
2021,APR,SMITHS FALLS,15
2021,APR,SOUTH BRUCE PENINSULA,10
2021,APR,SOUTH HURON,11
2021,APR,SOUTHWEST MIDDLESEX,6
2021,APR,ST CATHARINES,139
2021,APR,ST MARYS,14
2021,APR,ST THOMAS,55
2021,APR,STRATFORD,43
2021,APR,STRATHROY-CARADOC,15
2021,APR,TAY VALLEY TWP,12
2021,APR,TEMISKAMING SHORES,17
2021,APR,THE BLUE MOUNTAINS,8
2021,APR,THUNDER BAY,128
2021,APR,TILLSONBURG,18
2021,APR,TIMMINS,41
2021,APR,TORONTO,2024
2021,APR,TRENT HILLS,16
2021,APR,TWEED,6
2021,APR,UXBRIDGE,12
2021,APR,VAUGHAN,80
2021,APR,WASAGA BEACH,10
2021,APR,WATERLOO,33
2021,APR,WELLAND,66
2021,APR,WELLINGTON NORTH,8
2021,APR,WEST GREY,6
2021,APR,WEST NIPISSING,13
2021,APR,WHITBY,37
2021,APR,WHITCHURCH-STOUFFVILLE,11
